CreditScore,Region,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
689,North India,Female,18,2,265343.37,1,1,0,997147.87,1
725,North India,Male,29,0,0.0,1,1,0,911920.27,0
641,South India,Male,23,7,1438804.02,3,1,0,337539.43,0
584,West India,Female,37,1,856203.12,1,1,0,451164.72,0
646,North India,Female,46,1,0.0,2,1,0,467262.04,0
581,South India,Male,43,7,0.0,1,1,1,1103018.56,0
696,East India,Male,18,6,261113.58,2,0,0,666577.31,0
735,North India,Male,58,2,191731.46,2,1,1,679217.13,0
690,West India,Male,39,4,0.0,1,0,1,899009.73,0
684,North India,Female,27,2,565457.88,1,1,0,1562711.84,0
718,North India,Male,37,10,606344.22,2,1,1,661106.4,0
728,South India,Female,37,10,0.0,1,1,1,723441.11,0
579,North India,Male,28,4,2300074.69,2,1,0,290673.82,1
511,East India,Female,38,8,489753.47,2,1,1,1217700.52,0
675,North India,Male,29,2,0.0,1,0,1,1117637.2,0
733,South India,Male,31,10,63342.68,2,0,1,727188.43,0
507,South India,Male,28,2,297659.12,1,0,1,2131292.33,0
656,North India,Female,20,0,5721450.57,1,1,1,1677508.67,0
751,West India,Female,37,4,0.0,2,1,0,807160.68,0
639,South India,Male,42,2,259782.77,2,0,1,1302215.25,0
786,West India,Female,41,2,0.0,2,1,0,291316.46,0
770,West India,Male,45,3,0.0,1,0,1,210342.93,0
633,North India,Female,39,1,0.0,2,1,1,313076.6,0
616,South India,Female,30,1,128748.23,2,0,1,391797.77,1
618,North India,Female,45,7,111937.85,2,0,1,360971.55,0
662,North India,Male,21,2,0.0,2,1,0,356202.72,1
544,North India,Male,26,3,0.0,2,1,1,749026.04,1
527,East India,Female,25,1,320725.16,2,0,1,648127.12,0
445,South India,Male,47,4,533735.81,2,0,1,784848.93,0
648,North India,Male,46,8,0.0,4,1,0,913892.45,0
833,North India,Female,41,8,1463563.26,2,1,0,1486407.41,0
470,North India,Male,47,7,2406886.21,1,1,1,761905.1,0
633,North India,Female,26,8,2025258.73,1,0,0,511145.37,0
630,South India,Female,39,8,438244.09,1,1,1,408238.29,0
636,North India,Female,34,8,594761.87,1,1,0,208985.54,0
763,North India,Male,45,9,2903823.57,3,0,0,551408.54,0
570,West India,Male,34,1,2082300.7,1,1,0,335296.09,1
474,East India,Male,31,2,373515.48,3,1,0,787206.62,1
601,South India,Male,41,3,1491283.43,1,0,0,801456.81,0
589,West India,Male,45,0,198053.57,2,0,1,555939.27,0
449,North India,Male,28,5,89403.82,2,0,0,1548295.41,0
672,West India,Male,35,1,98181.08,1,1,0,789184.93,0
543,North India,Male,24,3,0.0,4,1,0,1093272.84,0
642,West India,Female,18,4,0.0,4,0,1,452679.23,0
617,West India,Male,38,3,1118451.66,1,0,0,328856.93,1
553,West India,Male,42,5,2059696.8,1,0,1,436716.6,0
730,West India,Female,38,9,118768.81,1,1,1,271993.21,0
624,South India,Female,18,9,0.0,2,0,0,469503.53,0
654,North India,Male,32,5,0.0,2,1,0,417946.67,0
702,South India,Female,18,8,960341.2,1,0,0,699552.1,0
675,South India,Male,51,8,115701.63,1,1,0,798890.43,1
663,North India,Male,24,0,438782.5,1,0,1,696631.06,0
575,South India,Female,49,9,176360.49,3,1,0,719422.8,0
549,West India,Female,46,7,0.0,2,1,1,805086.03,0
664,North India,Male,26,4,0.0,1,1,1,1176482.66,0
563,South India,Female,23,0,106279.72,1,1,1,695675.36,0
721,West India,Female,39,4,0.0,2,1,0,416562.97,0
638,North India,Female,26,5,760510.53,2,0,1,291713.2,0
708,South India,Male,37,6,1947038.13,1,0,1,468717.58,1
561,East India,Male,30,2,0.0,2,0,0,649983.15,0
547,West India,Male,18,8,831760.73,2,0,0,275672.31,0
801,South India,Male,18,2,232148.02,2,1,1,374622.43,0
636,North India,Male,38,0,0.0,1,0,0,330271.05,0
732,North India,Female,29,2,207930.04,2,1,1,610898.82,0
522,North India,Female,29,6,0.0,1,0,0,481578.72,0
624,North India,Female,43,9,1305374.43,2,0,1,512458.48,0
767,East India,Male,48,0,493540.83,1,0,1,540955.03,0
509,East India,Male,33,3,466981.77,2,1,1,411770.78,0
854,West India,Male,32,6,939640.68,1,1,1,481371.18,0
668,South India,Male,41,10,0.0,2,1,0,593551.33,0
576,North India,Female,21,2,2946765.24,3,1,1,778655.61,0
681,South India,Male,38,6,196417.81,1,1,0,382872.09,0
749,South India,Female,42,3,179668.27,2,1,0,246460.98,0
575,South India,Male,43,6,0.0,1,1,0,714028.81,0
588,West India,Male,18,8,1010253.19,1,1,1,345944.7,1
672,West India,Female,27,9,129192.11,1,0,1,474341.71,0
691,West India,Male,26,4,0.0,1,0,1,1126219.96,0
632,South India,Male,37,2,261519.86,1,1,1,640590.04,0
686,West India,Male,41,0,598454.96,2,1,0,1264300.77,0
726,North India,Female,52,2,442108.28,2,0,1,565160.67,0
665,West India,Female,30,3,131837.22,3,0,0,227040.41,1
587,North India,Female,30,1,529690.06,1,1,1,952824.24,1
648,North India,Female,48,3,216024.16,1,1,1,415968.0,0
808,North India,Female,39,4,0.0,2,0,1,547843.6,0
679,North India,Female,49,7,412796.27,2,1,1,463623.87,0
761,East India,Male,39,10,728890.81,2,0,1,287101.03,0
603,South India,Male,23,10,215087.63,2,0,0,424349.3,0
673,East India,Male,21,4,345034.7,2,1,1,577791.64,0
721,North India,Female,18,1,909586.44,1,1,1,1130240.26,0
784,North India,Male,43,0,1941861.08,2,1,0,584485.97,0
760,South India,Male,49,8,310671.62,1,1,1,460450.01,0
549,North India,Female,56,3,723900.48,2,1,0,409696.88,0
753,South India,Male,45,8,138423.43,1,0,1,823705.96,0
801,South India,Female,48,8,0.0,1,1,1,853276.56,0
598,West India,Female,29,0,133471.23,1,1,0,1149865.89,1
569,South India,Male,23,6,423133.41,3,1,0,364349.15,0
647,South India,Female,45,10,812927.85,1,1,0,182258.58,1
666,North India,Female,40,5,0.0,2,1,1,957370.56,0
618,West India,Male,37,1,0.0,1,1,0,582273.97,0
543,West India,Female,40,9,214219.58,1,1,1,474776.34,0
782,South India,Female,39,3,91520.52,2,1,0,399157.51,0
572,North India,Male,50,4,0.0,1,1,1,555195.39,0
604,South India,Male,50,4,452488.08,1,1,0,541324.66,0
659,East India,Male,41,6,0.0,1,1,0,336685.62,0
517,North India,Male,45,9,176917.47,3,1,1,412420.42,0
510,West India,Male,41,1,357951.96,2,1,0,366589.1,0
611,South India,Female,30,2,1819554.12,2,1,0,804210.51,0
724,South India,Male,44,1,982128.45,2,0,0,466054.22,0
666,East India,Female,20,6,0.0,1,1,0,506281.64,0
464,South India,Male,47,6,0.0,2,0,0,560950.2,0
775,West India,Male,22,8,714606.23,2,1,0,344365.04,0
721,South India,Female,39,3,521569.24,1,1,1,210728.91,1
667,North India,Female,26,3,0.0,2,1,1,1134849.29,0
664,West India,Male,42,5,0.0,2,1,1,483312.39,0
710,East India,Male,35,2,398695.9,2,1,1,632304.73,0
859,West India,Female,18,2,0.0,1,1,0,818505.38,1
729,North India,Male,40,8,183375.34,2,0,1,261483.99,0
676,North India,Male,29,6,701730.2,2,1,1,882213.68,0
539,South India,Male,45,8,194544.27,1,0,0,481814.82,0
664,South India,Female,36,1,1832137.72,1,1,0,814395.8,0
719,North India,Male,40,3,0.0,2,0,1,759277.4,1
639,North India,Female,25,7,341928.82,1,0,0,415849.93,0
602,West India,Female,29,8,526348.54,1,1,1,962618.26,0
699,West India,Female,30,2,89237.53,2,0,1,1076402.7,1
561,West India,Male,45,7,0.0,1,1,0,918600.01,0
728,East India,Male,54,7,0.0,3,1,1,825603.64,0
610,North India,Male,27,2,329774.0,2,1,1,290438.87,0
458,West India,Male,47,10,338568.49,1,1,0,1022796.15,0
609,West India,Female,18,7,0.0,1,0,1,1083373.21,0
644,East India,Female,22,5,380697.82,1,1,1,683903.46,0
699,North India,Female,25,8,951881.11,1,0,1,383920.39,0
689,North India,Female,21,0,1984102.7,2,0,0,841125.66,1
533,West India,Female,18,8,173353.04,1,1,1,304388.95,0
660,East India,Male,40,7,2220148.73,2,1,1,694217.29,0
601,West India,Female,33,9,3712838.67,2,0,1,440274.12,1
617,West India,Male,40,7,483567.95,1,1,1,268103.65,0
560,South India,Female,43,7,219198.61,1,1,0,896597.98,0
645,West India,Male,38,9,0.0,1,1,1,2083381.64,0
900,West India,Female,43,6,0.0,1,1,1,997347.39,0
817,West India,Male,35,2,453131.36,3,1,0,444159.32,0
560,West India,Female,22,5,0.0,2,0,1,401736.47,0
655,North India,Female,47,9,509205.48,2,1,1,1299431.92,0
621,West India,Female,29,7,672213.48,2,1,0,301868.9,0
662,South India,Female,25,7,0.0,2,0,0,613450.75,0
732,East India,Male,34,3,3228822.44,1,1,1,557704.65,0
638,South India,Male,25,7,113029.07,2,1,1,993882.31,0
585,South India,Female,31,7,1432376.17,2,1,1,398070.43,0
754,East India,Female,39,10,274235.59,1,1,0,987947.17,0
538,North India,Male,39,0,193996.81,1,0,0,462220.74,0
667,North India,Male,26,10,993418.3,2,1,1,706698.28,0
516,West India,Male,30,4,1546254.59,1,0,1,432657.65,0
557,North India,Male,47,6,0.0,2,1,0,360165.32,0
717,North India,Male,41,7,337220.01,2,0,0,1607581.5,0
588,West India,Male,58,8,350352.15,2,1,0,806940.46,1
481,South India,Male,48,10,4504889.14,2,1,1,866034.11,0
584,North India,Male,48,10,351756.97,1,1,0,380599.53,0
575,North India,Female,20,5,1017397.56,1,0,1,871057.78,0
536,North India,Male,44,9,424678.92,2,1,1,962460.7,0
699,South India,Female,35,4,515484.55,2,1,0,259959.49,0
510,North India,Female,29,7,1726651.24,1,0,0,339228.61,1
597,West India,Male,37,5,0.0,1,1,0,1301576.59,0
662,South India,Female,46,1,285561.94,2,0,1,1108716.64,0
619,North India,Female,41,8,0.0,2,1,1,428808.42,0
613,North India,Male,26,8,620277.4,2,1,0,627209.39,0
584,South India,Male,44,0,304773.45,3,1,1,216359.65,1
540,North India,Male,28,8,0.0,2,1,0,831850.69,0
592,South India,Female,38,4,128501.76,1,0,0,913800.16,0
709,East India,Male,32,8,636283.39,1,0,1,1068588.25,0
610,South India,Male,33,10,512959.32,2,0,0,1041894.5,0
665,North India,Female,44,4,0.0,1,1,0,286154.51,0
750,West India,Male,24,9,388365.36,3,1,1,260038.28,0
703,North India,Female,57,5,1115726.69,1,1,0,511324.81,0
535,North India,Male,18,8,1064226.85,1,1,1,237116.88,1
690,North India,Female,29,6,310893.91,1,1,0,526579.57,0
744,East India,Male,40,3,837680.06,2,1,1,346684.04,0
597,East India,Male,42,5,0.0,2,0,1,546272.55,0
507,North India,Male,34,7,1131371.84,2,1,0,347863.59,0
610,South India,Female,35,4,409222.2,2,1,1,813150.64,0
666,North India,Male,40,3,983065.16,2,1,0,1415258.02,1
703,West India,Female,33,6,0.0,1,1,0,497284.33,0
603,North India,Female,51,2,1030444.51,2,0,1,943442.48,0
466,North India,Female,45,3,3358697.25,1,1,1,454238.59,0
535,West India,Male,45,6,0.0,2,1,1,364185.32,0
682,North India,Female,25,10,127583.72,1,1,0,416180.66,0
829,North India,Female,35,4,348725.41,1,1,1,381780.53,0
648,West India,Male,32,0,0.0,1,1,0,480457.37,1
768,West India,Male,24,5,213076.8,1,1,1,825137.44,0
554,West India,Female,39,8,3736785.58,1,1,0,938169.58,1
591,East India,Female,30,9,0.0,1,1,0,391535.52,1
439,South India,Male,43,2,200938.76,2,0,0,663639.51,0
683,North India,Female,24,3,566812.79,1,1,1,519154.13,0
569,North India,Male,54,10,0.0,2,1,1,966406.1,0
703,North India,Male,26,9,376322.21,2,0,0,713013.11,0
604,North India,Male,38,1,632815.42,1,1,1,730003.42,0
831,South India,Male,44,2,0.0,1,0,0,539072.48,0
811,North India,Female,29,4,560311.93,1,0,1,764748.25,0
442,South India,Male,45,5,263631.76,2,0,1,196550.67,0
703,North India,Male,22,1,335105.02,1,1,0,548148.48,0
583,South India,Male,51,10,161224.4,2,1,1,960067.18,0
708,West India,Male,36,1,367117.12,1,1,1,591014.81,0
529,South India,Female,29,5,1058487.04,2,1,0,401395.85,0
779,North India,Female,32,0,0.0,2,1,0,839347.59,0
742,East India,Male,44,1,1780509.73,2,1,1,817918.16,0
522,West India,Female,29,3,491913.47,1,1,0,1367598.08,0
633,South India,Male,27,0,0.0,1,1,1,909460.68,0
664,South India,Female,33,4,0.0,1,1,1,445397.11,0
714,South India,Female,23,2,380133.76,2,1,1,542420.0,0
648,North India,Male,56,9,0.0,1,1,1,966930.58,1
720,North India,Female,29,0,162384.53,1,1,1,1032434.38,0
643,South India,Male,45,3,0.0,1,0,0,315034.3,1
705,South India,Male,38,0,951635.65,4,0,0,263393.09,1
526,North India,Male,25,1,227829.67,1,1,1,205605.32,0
647,North India,Female,35,10,3681951.81,1,1,0,374526.02,1
753,North India,Male,44,9,207842.59,2,1,1,742666.73,0
776,East India,Female,33,6,69057.6,1,1,1,362415.3,0
665,North India,Female,49,0,0.0,2,1,1,871362.05,0
641,North India,Male,47,5,564992.67,2,0,0,1288241.47,0
773,South India,Male,46,3,195075.24,1,1,1,306447.97,0
640,South India,Female,30,5,507825.75,1,1,1,339801.76,0
753,South India,Male,24,4,297365.95,1,0,0,448530.87,1
640,South India,Male,29,10,553349.88,2,0,1,419465.49,0
653,South India,Female,38,10,375565.63,4,1,1,475367.53,0
550,West India,Female,42,5,0.0,1,0,0,413736.71,0
537,North India,Male,18,4,963192.44,1,0,1,2100757.64,0
738,South India,Female,35,1,2395182.63,1,1,0,538009.57,1
805,East India,Male,37,9,749911.64,1,1,0,229100.93,0
659,North India,Male,32,3,0.0,2,1,0,420703.79,0
635,North India,Female,50,6,160247.22,2,1,0,772824.19,0
742,North India,Female,40,3,6114660.75,2,0,1,233500.68,1
680,North India,Male,50,4,19375.74,2,1,1,612847.42,0
434,North India,Male,33,1,0.0,1,0,0,716859.85,0
739,North India,Female,46,2,58213.84,2,0,0,564322.21,0
529,North India,Male,53,4,900154.97,2,1,1,384605.91,0
648,South India,Male,50,3,153189.38,2,0,1,655849.84,0
610,North India,Male,23,2,529681.0,1,0,0,1225222.44,0
592,West India,Female,33,1,701055.49,1,1,1,575367.32,0
654,West India,Male,32,8,0.0,2,1,1,422550.82,1
730,South India,Male,41,1,462042.72,2,1,1,662449.83,0
652,East India,Male,43,8,135616.27,2,0,1,391331.71,0
776,West India,Male,26,3,1334363.34,1,1,1,765569.66,0
788,West India,Male,36,9,1970163.11,1,0,1,610049.01,0
787,North India,Male,18,8,968715.04,2,0,0,645614.95,0
644,West India,Male,51,8,992410.86,1,1,1,1106246.56,0
606,East India,Female,30,9,915508.37,2,1,1,495249.4,0
646,North India,Male,36,4,665958.86,4,1,1,310495.5,0
751,West India,Male,32,6,367299.88,2,0,1,349515.29,0
745,West India,Female,48,3,0.0,1,0,0,870668.63,0
416,North India,Female,18,10,2142571.78,1,0,0,384789.49,0
677,South India,Female,35,9,229255.97,2,1,0,860171.4,0
436,North India,Male,34,3,1116504.17,2,1,0,428174.26,0
648,North India,Male,31,0,637251.61,1,1,1,644816.2,0
602,North India,Female,54,9,29302.63,2,1,1,1105258.75,0
574,South India,Female,26,8,391829.68,2,1,0,343324.79,0
726,South India,Male,44,9,0.0,1,1,0,514170.33,0
591,East India,Male,39,7,0.0,2,1,0,402408.72,0
649,South India,Female,49,8,0.0,1,1,0,1375972.68,0
566,North India,Male,28,0,141063.11,1,1,0,268003.73,0
656,North India,Male,27,1,0.0,1,0,0,331183.71,0
736,West India,Male,48,10,272203.97,1,1,0,897279.18,0
570,South India,Female,40,7,479762.71,1,0,0,1942685.27,0
707,West India,Female,19,7,1217361.31,2,1,0,463358.88,0
655,North India,Female,30,0,435460.21,1,0,0,626915.17,1
654,South India,Male,40,9,0.0,2,1,0,532293.08,0
618,North India,Male,45,4,0.0,2,0,1,998823.1,0
719,North India,Male,28,5,220906.55,1,0,0,1292469.99,0
710,West India,Female,18,4,0.0,1,0,1,783348.84,0
637,South India,Female,41,5,565586.45,1,1,0,333363.99,1
668,North India,Female,22,6,0.0,2,1,0,346206.11,0
716,West India,Male,18,10,1272471.28,2,1,0,820889.64,0
698,South India,Female,18,9,1054608.76,1,1,0,900862.88,0
622,North India,Male,44,5,0.0,1,1,0,365797.85,0
754,East India,Male,37,2,0.0,2,1,1,549880.92,1
727,North India,Male,33,5,0.0,1,0,0,1167134.93,0
840,West India,Male,51,8,35548.63,1,1,0,438217.83,0
508,West India,Female,43,5,0.0,1,1,1,615385.1,0
713,North India,Male,53,5,659913.39,2,0,1,951648.38,0
753,South India,Female,20,4,300169.17,2,1,0,290178.56,1
740,North India,Male,35,10,0.0,2,0,1,1542193.56,0
627,South India,Male,18,0,662004.72,1,1,0,905704.4,0
527,West India,Male,33,4,0.0,2,1,1,558400.95,0
788,North India,Male,33,10,541206.4,3,1,1,827236.98,0
606,North India,Male,42,0,0.0,2,1,1,608777.78,0
623,South India,Male,36,7,0.0,1,1,1,694400.62,0
835,South India,Male,42,0,0.0,1,0,1,875573.06,0
535,West India,Female,43,7,51550.81,2,1,0,1237433.85,1
723,West India,Female,59,3,0.0,2,1,0,499049.47,0
582,West India,Female,32,2,244221.76,1,1,1,1257903.53,0
580,West India,Male,25,3,0.0,1,1,0,1015737.72,0
665,North India,Male,38,1,0.0,2,1,1,1110402.97,0
710,South India,Male,27,2,1170945.54,1,1,1,1066991.49,0
735,South India,Female,52,3,0.0,1,1,0,254105.54,0
747,East India,Male,32,8,0.0,2,0,1,846405.31,0
586,South India,Male,29,9,512862.01,1,1,0,420869.94,1
547,East India,Female,30,1,455927.48,1,0,1,242331.83,0
619,West India,Male,43,2,0.0,2,0,1,370190.3,0
681,West India,Female,34,3,1129394.22,1,1,0,244921.63,1
631,South India,Male,28,2,349910.33,1,1,0,665832.15,0
323,South India,Male,54,2,172906.16,1,1,1,629416.91,0
485,South India,Female,26,8,364303.98,1,0,1,585096.94,0
628,North India,Male,36,4,174981.65,1,1,0,366193.52,0
726,East India,Male,43,10,3052377.2,1,0,0,364252.68,1
568,West India,Male,18,8,0.0,2,0,0,706755.0,0
715,West India,Female,41,5,0.0,1,1,0,741305.17,0
515,South India,Female,24,9,314234.63,1,0,1,248650.54,0
673,North India,Female,45,7,1246110.78,1,1,1,1326765.89,0
673,West India,Female,25,0,1396989.56,2,1,1,463400.08,0
692,South India,Male,43,7,0.0,2,1,0,318326.37,1
559,West India,Male,48,0,371832.38,1,1,1,2346051.38,0
510,West India,Male,45,8,0.0,2,0,1,696629.05,0
715,North India,Female,38,2,59767.34,1,1,0,215525.07,0
512,South India,Male,33,8,0.0,1,0,1,728331.63,0
580,West India,Female,29,7,0.0,1,0,0,740567.29,0
775,South India,Female,52,6,227510.51,1,0,1,420945.98,0
665,South India,Female,28,0,681871.54,3,1,0,1217899.19,0
683,North India,Male,24,6,0.0,2,1,0,575693.43,0
706,North India,Male,43,1,269505.04,1,0,0,890000.22,0
703,West India,Male,27,1,424012.21,1,0,0,233729.87,0
648,North India,Male,25,8,993444.21,2,0,0,1050708.91,0
568,West India,Female,20,8,764697.36,2,0,0,192915.92,1
891,South India,Male,30,0,914955.82,2,1,1,923664.9,0
623,East India,Female,35,10,112094.94,1,0,0,440423.48,0
679,East India,Female,38,6,572537.65,1,1,1,566648.45,0
689,West India,Female,46,4,247004.84,2,1,0,1007322.82,1
602,South India,Male,41,5,297986.07,1,1,0,661458.54,0
611,South India,Male,33,0,0.0,1,1,1,891853.84,0
783,North India,Male,33,5,109996.31,2,1,0,1154419.62,0
583,North India,Male,41,10,1115092.07,3,1,1,714957.58,1
687,South India,Male,49,0,0.0,2,1,0,467893.06,0
730,West India,Male,37,3,1744292.48,2,0,0,359768.65,0
630,North India,Female,30,1,407385.59,2,0,0,515872.28,0
641,South India,Male,25,1,4183918.26,2,1,1,204154.04,1
736,South India,Male,20,0,68030.43,2,1,1,928976.04,0
637,East India,Male,43,6,70434.52,2,1,1,1073118.54,0
463,North India,Female,42,10,1647066.33,1,1,0,381214.76,1
785,North India,Female,42,1,0.0,1,0,0,697134.38,0
562,East India,Male,34,6,115570.32,1,1,1,230949.69,0
669,North India,Female,51,1,214631.16,1,1,1,637310.43,0
531,West India,Female,30,6,354333.11,2,1,1,246973.58,0
604,South India,Female,46,3,628711.54,1,1,1,244429.97,0
610,South India,Male,35,8,0.0,1,1,0,586792.02,0
665,South India,Female,29,0,447187.35,2,1,0,469831.38,0
571,West India,Male,42,2,0.0,1,0,1,727515.21,1
828,North India,Female,40,4,942477.24,2,0,0,179475.95,1
652,North India,Male,39,6,611978.42,2,0,0,654549.97,0
729,South India,Female,36,6,228920.35,1,1,1,793995.69,0
649,South India,Female,35,5,1733080.56,1,1,1,471673.26,0
739,South India,Male,62,4,147695.51,1,1,0,235922.14,0
460,East India,Female,49,4,0.0,1,1,0,1258581.54,1
586,East India,Male,43,3,1120434.72,1,0,1,667851.54,1
603,North India,Male,37,8,0.0,1,1,1,493027.21,1
602,North India,Male,47,7,1478964.14,2,0,0,540764.26,0
696,North India,Female,41,8,288750.71,2,0,0,555555.7,1
702,East India,Male,36,6,2626052.71,2,0,1,789150.61,0
643,South India,Male,32,10,296367.49,1,0,0,479268.3,1
645,South India,Female,35,10,438427.63,2,1,0,359661.32,0
869,West India,Female,18,4,1691592.47,2,1,1,1325930.52,0
679,South India,Female,38,10,381216.99,1,1,1,1069777.9,0
449,North India,Male,30,9,558996.22,2,1,1,520072.39,0
719,South India,Male,53,1,172920.25,2,1,1,192474.93,0
700,South India,Male,36,3,0.0,1,0,1,560166.13,0
754,West India,Female,22,5,0.0,1,0,0,1015182.6,0
703,South India,Male,35,7,0.0,2,0,1,382495.03,0
568,North India,Male,24,10,1649995.38,1,0,1,894854.97,0
730,North India,Female,41,4,439835.78,1,0,1,353525.17,0
658,West India,Male,39,8,0.0,1,0,0,530083.9,0
744,West India,Male,46,3,0.0,2,1,0,987357.12,0
789,North India,Male,27,5,129654.39,1,0,1,472447.67,0
639,North India,Male,36,3,251258.46,1,1,0,473029.64,0
728,South India,Male,20,5,2081890.38,3,0,0,871709.6,0
743,South India,Male,43,9,3357374.41,2,1,1,399256.22,1
664,North India,Female,41,2,1132753.35,1,1,1,567229.86,0
826,South India,Male,41,10,980267.41,3,1,1,702117.13,0
744,East India,Male,36,7,328968.06,1,0,1,446434.47,0
597,South India,Female,40,3,196311.75,1,1,1,1833968.78,0
673,South India,Female,53,6,616824.2,2,0,0,528064.27,0
727,West India,Female,32,9,283609.1,2,1,1,215953.01,0
822,North India,Female,37,7,553420.01,2,1,0,613916.19,0
705,South India,Female,24,8,751246.46,2,0,1,977067.61,0
676,South India,Male,26,1,215103.86,3,1,1,688804.02,0
763,South India,Female,37,2,0.0,2,1,0,265447.54,0
630,East India,Male,48,8,82963.36,1,1,0,3892437.39,0
560,North India,Male,33,6,1167202.03,2,1,1,1403468.97,0
713,North India,Male,33,6,0.0,2,0,1,920174.79,0
615,East India,Male,31,3,0.0,2,1,1,835144.61,0
894,North India,Male,30,0,0.0,2,1,1,685057.58,0
672,South India,Male,39,7,428847.13,4,0,0,403665.42,0
713,South India,Male,19,9,941618.96,2,0,1,691435.61,0
593,East India,Female,50,8,0.0,2,1,1,1354927.65,0
763,South India,Female,28,10,0.0,3,0,0,311765.21,0
647,South India,Female,43,3,249464.15,1,0,1,205478.17,0
638,South India,Female,22,0,429747.27,1,0,1,731503.56,0
640,East India,Male,43,8,850482.66,2,0,1,335873.21,0
533,West India,Female,43,4,1436657.51,1,0,1,351918.27,1
627,North India,Male,40,5,163721.14,2,0,0,389659.09,0
699,West India,Male,25,1,48695.47,1,1,0,444796.72,0
510,West India,Male,38,4,297113.76,3,0,1,259936.74,1
741,West India,Male,22,0,0.0,1,0,1,536603.25,0
625,West India,Male,33,2,1045854.05,2,1,0,112168.15,1
672,South India,Male,47,0,192660.13,3,0,1,772711.22,0
448,South India,Male,44,0,2325186.31,1,1,1,876847.8,1
670,West India,Male,36,8,0.0,2,0,1,425939.95,0
556,North India,Male,25,5,434775.8,2,1,1,592245.9,0
618,North India,Female,43,7,260215.59,1,1,1,739342.77,1
508,North India,Male,36,4,0.0,1,1,1,1528473.97,0
570,West India,Male,18,8,271048.48,1,1,1,494627.86,0
635,West India,Female,44,3,575365.68,2,1,0,904358.66,0
625,South India,Female,35,9,0.0,2,1,0,584465.64,0
729,West India,Male,49,7,218817.48,2,1,1,308447.85,0
481,West India,Female,23,5,0.0,1,1,0,626864.12,0
645,East India,Male,18,10,2213046.33,1,0,1,580285.89,0
641,North India,Male,39,9,1563945.8,1,1,1,655468.47,0
608,South India,Male,39,10,675878.25,1,1,1,898594.72,0
567,West India,Female,18,4,0.0,1,1,0,1198683.16,0
749,North India,Male,25,4,291443.26,1,1,1,423359.53,0
834,North India,Female,66,2,561504.91,2,0,1,1264749.09,0
495,South India,Male,32,3,0.0,1,0,0,541171.45,0
566,West India,Female,44,9,0.0,1,1,0,524403.97,0
559,South India,Male,28,4,0.0,1,0,0,521191.82,0
624,South India,Male,18,8,0.0,2,0,0,411190.76,0
763,South India,Male,34,9,0.0,1,1,0,1209692.5,0
697,North India,Female,33,2,0.0,1,1,0,221073.97,1
636,East India,Male,31,4,195017.2,1,1,0,733596.87,0
651,North India,Female,34,10,994833.36,2,1,1,260376.86,0
621,South India,Female,38,8,572614.7,2,1,0,926533.05,0
716,North India,Male,34,0,425953.9,1,0,0,481070.15,0
727,South India,Female,22,4,299969.78,4,0,0,1004868.35,0
703,East India,Female,41,3,203475.66,1,1,1,494028.75,0
452,East India,Male,18,0,1427959.88,1,1,1,305671.44,0
651,South India,Male,18,0,108710.1,1,0,1,737976.6,0
633,North India,Male,44,6,833930.63,1,0,1,569287.71,0
739,North India,Male,41,5,95017.32,1,1,0,376755.73,0
671,North India,Male,35,0,1079898.6,2,1,1,232182.99,0
700,South India,Male,20,3,780332.37,1,0,1,1303505.0,0
605,South India,Female,28,6,0.0,2,1,1,460002.49,0
734,West India,Male,33,10,1229451.59,2,1,1,608544.42,0
761,West India,Female,18,5,0.0,1,1,0,192900.19,0
503,North India,Male,27,9,347258.76,2,0,1,644242.02,0
533,West India,Male,43,1,1188284.21,1,1,1,570304.09,0
718,West India,Female,51,10,454199.53,2,1,0,606250.56,0
634,South India,Female,31,8,179549.08,2,1,1,970132.38,0
742,East India,Male,44,9,1799341.74,1,1,1,644959.17,0
671,West India,Male,18,2,117960.92,1,1,0,1020562.76,0
712,South India,Male,43,1,0.0,1,0,1,417894.46,0
582,East India,Female,27,0,1450019.57,2,1,0,259200.19,0
680,South India,Male,39,2,332480.93,2,1,0,874801.87,0
680,South India,Female,33,5,0.0,1,1,0,691226.79,0
587,South India,Male,50,9,0.0,1,1,1,542597.83,0
740,West India,Male,26,0,96902.58,1,1,0,677540.64,0
479,North India,Male,42,1,0.0,1,1,1,534110.85,0
668,South India,Male,32,8,324626.88,2,1,1,791305.37,0
533,South India,Male,34,0,364880.75,3,1,0,871726.24,0
557,South India,Male,33,0,1239858.3,1,0,0,928576.4,1
738,West India,Male,26,8,1460422.44,2,1,1,965184.91,0
551,South India,Female,35,2,0.0,1,0,1,1168449.06,0
547,North India,Male,35,5,141347.61,1,0,1,766838.59,0
702,West India,Female,38,2,726774.42,1,1,1,593942.63,0
550,West India,Male,36,1,750422.81,1,1,1,906349.85,1
741,West India,Male,44,10,535420.62,1,1,1,436098.1,0
708,North India,Female,46,2,898564.26,2,0,1,664129.39,0
580,South India,Female,24,9,696338.02,2,0,0,330086.51,1
738,West India,Male,45,3,0.0,1,1,0,326309.27,1
475,South India,Female,22,10,181296.79,2,1,0,213237.04,0
692,West India,Female,42,0,0.0,1,1,0,554177.08,1
537,North India,Female,42,2,416158.16,2,1,1,602225.25,0
